"eword","hword","egrammar"
"cunning","अच्छा","Noun"
"cunning","धूर्त","Noun"
"cunning","धूर्तता","Noun"
"cunning","चालाक","Noun"
"cunning","कुटिल","Noun"
"cunning","मक्कार","Noun"
"cunning","आकर्षक","Noun"
"cunning","चालाकी","Noun"
"cunningly","चालाकी से","Adverb"
"cunningly","खूबसूरती 
से","Adverb"
"cunningly","खूबसूरती से","Adverb"
"cunt","कमीना","Verb"
"cunt","(अशिष्ट भाषा में) योनि, भग","Noun"
"cunt","योनि","Noun"
"cup","खून लेना","Verb"
"cup","प्याला","Noun"
"cup","भाग्य","Noun"
"cup","मदिरा","Noun"
"cup","शराब","Noun"
"cup","कलाई","Noun"
"cup","पकड़ना","Verb"
"cup","बीज","Noun"
"cup","चषक","Noun"
"cup","प्याले के आकार का बनाना","Verb"
"cup","अनुभव","Noun"
"cup","खून 
निकालना","Verb"
"cup","कप","Noun"
"cup","यूनिट","Noun"
"cup","प्याला 
भर","Noun"
"cup","प्याले के रूप देना","TransitiveVerb"
"cup","प्याला भर","Noun"
"cup","खून 
लेना","Verb"
"cup","प्याले के आकार का 
बनाना","Verb"
"cup","फल","Noun"
"cup","प्याले 
के आकार का बनाना","Verb"
"cup","गोल गढा","Noun"
"cup","सींग","Noun"
"cup","गोल छिद्र","Noun"
"cup","स्पर्ध्","Noun"
"cup","लोटा","TransitiveVerb"
"cup","खून निकालना","Verb"
"cup cake","कप केक","Noun"
"cup final","कप विजेता{फुटबाल खेल में}","Noun"
"cup final","निर्णायक 
मुक़ाबला","Noun"
"cup final","निर्णायक मुक़ाबला","Noun"
"cup of 
tea","पसन्द की 
चीज","Noun"
"cup of tea","पसंद","Noun"
"cup of tea","पसन्द की चीज","Noun"
"cup tie","कप टाई","Noun"
"cupboard","अलमारी","Noun"
"cupboard 
love","मतलबी 
प्यार","Noun"
"cupboard love","मतलबी प्यार","Noun"
"cupel","खर्पर","noun"
"cupful","प्याला","Noun"
"cupful","प्यालाभर","Noun"
"cupid","कामदेव","Noun"
"cupidity","लोभ","Noun"
"cupids disease","यौन रोग","Noun"
"cupids itch","यौन रोग","Noun"
"cupola","गुबन्द","Noun"
"cupressus guadalupensis","ग्वाडालूप द्वीप पर पाया जाने वाला नीली पत्तियों वाला एक पेड़","noun"
"cuprimine","गठिया की दवा","noun"
"cur","घृणित व्यक्ति","Noun"
"cur","मिश्रित नस्ल का","Noun"
"cur","निकम्मा व्यक्ति","Noun"
"cur","कुत्ता","Noun"
"cur","दोगला कुत्ता","Noun"
"cur","मिश्रित जाति का कुत्ता","Noun"
"cur","कायर व्यक्ति","Noun"
"cur","देसी कुत्ता","Noun"
"cur","लंडर कुत्ता","Noun"
"curable","चिकित्स्य","Adjective"
"curable","साध्य","Adjective"
"curacy","पादरी सहायक पद","Noun"
"curate","पादरी","Noun"
"curate","पादरी सहायक","Noun"
"curative","आरोग्यकर","Noun"
"curative","उपचारात्मक","Noun"
"curative","आरोग्यकर पदार्थ","Adjective"
"curative","गुणकारी","Adjective"
"curator","अध्यक्ष","Noun"
"curator","संग्रहाध्यक्ष","Noun"
"curator","संग्रहालयाध्यक्ष","Noun"
"curb","रोक","Noun"
"curb","पटरी का किनारा","Noun"
"curb","प्रतिबंध","Noun"
"curb","नियन्त्रित करना","TransitiveVerb"
"curb","नियंत्रण रखना","Verb"
"curb","पटरी 
का किनारा","Noun"
"curb crawler","वेश्यानुसंधानी","Noun"
"curb crawling","वेश्यानुसंधान्","Noun"
"curbed","प्रतिबंधित","Verb"
"curcuma domestica","हल्दी","Noun"
"curcuma longa","हल्दी","Noun"
"curd","दही","Noun"
"curd","दधि","Noun"
"curdle","दही जमाना","Verb"
"curdle","जमा देना","Verb"
"curdle","दही जमना","Verb"
"curdle","दही 
जमना","Verb"
"curdling of milk","दूध फटना","Verb"
"curds","दही","Noun"
"cure","दूर 
करना","Verb"
"cure","पादरी","Noun"
"cure","ठीक करना","Verb"
"cure","मिलाना","Verb"
"cure","सुरक्षित रखना","Verb"
"cure","आराम","Noun"
"cure","रोगमुक्त करना","Verb"
"cure","उपाय","Noun"
"cure","सुधारना","Verb"
"cure","दूर करना","Verb"
"cure","सुरक्षित करना","Verb"
"cure","दवा","Noun"
"cure","सुरक्षित 
रखना","Verb"
"cure","इलाज","Noun"
"cure","चिकित्सा","Noun"
"cure","रोगमुक्त होना","Verb"
"cure","मुक्ती","Noun"
"cure","अच्छा करना","Verb"
"cure","अच्छा 
करना","Verb"
"cure","उपचार","Noun"
"cure","निरोग करना","TransitiveVerb"
"cure","अच्छा कर देना","Verb"
"cure","रोगमुक्त 
होना","Verb"
"cure all","रामबाण दवा","Noun"
"cured","उपचारित","Verb"
"curfew","निषेधाज्ञा","Noun"
"curfew","कर्फ्यू","Noun"
"curio","अलभ्य कलाकृति","Noun"
"curiosity","असामान्य","Noun"
"curiosity","जिज्ञासा","Noun"
"curiosity","अपूर्व वस्तु","Noun"
"curiosity","कूतूहल","Noun"
"curiosity killed the 
cat","इतनी 
जिज्ञासा अच्छी नहीं","Noun"
"curiosity killed the cat","इतनी जिज्ञासा अच्छी नहीं","Noun"
"curiosity, eagerness","कौतुहल","Noun"
"curious","अनोखा","Adjective"
"curious","उत्सुक","Adjective"
"curious","विचित्र","Adjective"
"curious","जिज्ञासु","Adjective"
"curious","अजीब","Adjective"
"curious, remarkable, strange, unique, unprecedented, extraordinary","अपूर्व","Noun"
"curiously enough","हैरान की बात है की","Noun"
"curiously enough","हैरान की बात है 
की","Noun"
"curl","मोड़ना","Verb"
"curl","जाना","Verb"
"curl","लपेटना","Verb"
"curl","सिकोड़ना","Verb"
"curl","छल्ला","Noun"
"curl","घूँघराले 
बाल","Verb"
"curl","लट","Noun"
"curl","सिकुड़ना","Verb"
"curl","घूँघराले","Noun"
"curl","मुड़ा 
हुआ","Noun"
"curl","घूँघराले 
बनाना","Verb"
"curl","घूँघराले बाल","Noun"
"curl","बाल मोड़ने का","Noun"
"curl","घुँघराला बनाना","TransitiveVerb"
"curl","घूँघराले बनाना","Verb"
"curl","कुंचनअ","Noun"
"curl","कुंचित होना","Verb"
"curl","बाल मोड़ने 
का","Noun"
"curl","मुड़ना","Verb"
"curl","मुड़ा हुआ","Verb"
"curl","घूँघर","Verb"
"curl 
up","बहुत ही शर्मिंदा होना","Verb"
"curl lip","मुँह 
बिचकाना","Verb"
"curl lip","मुँह बिचकाना","Verb"
"curl up","बहुत ही शर्मिंदा होना","Verb"
"curl up","बहुत ही शर्मिंदा करना","Verb"
"curl up","गुड़ी मुड़ी होकर लेटअना","Verb"
"curl up","गुड़ी मुड़ी होकर बैठअना","Verb"
"curler","कर्लर","Noun"
"curler","घुँघराले बाल बनाने का प्लास्टिक ट्यूब","Noun"
"curlew","एक जलपक्षी","Noun"
"curlicue","छोटे छोटे छल्लों से युक्त चक्र","Noun"
"curlicue","छोटे छोटे 
छल्लों से युक्त चक्र","Noun"
"curlicue","घूँघर","Noun"
"curliness","घुँघरालापन","Noun"
"curling","घुंघराले","Noun"
"curling","कर्लिंग","Noun"
"curling","एक प्रकार का बर्फ का खेल","Noun"
"curly","घुँघराला","Adjective"
"curly","घूंघर बाल","Adjective"
"curly grained","लहरियादार रेसों वाला","Noun"
"curmudgeon","चिडचिडा व्यक्ति","Noun"
"currant","रसभरी की 
झाड़ी","Noun"
"currant","मुनक्का","Noun"
"currant","किशमिश","Noun"
"currant","रसभरी","Noun"
"currant","रसभरी की झाड़ी","Noun"
"currency","मुद्रा","Noun"
"currency","लोकप्रियता","Noun"
"currency","व्यापकता","Noun"
"current","प्रवृत्ति","Noun"
"current","प्रवाह","Noun"
